Date,cetes91,expcrinf,cambio,VIX,igae,expigae,INPPgen,MEI(-12)_3,INPCagri_N,INPCsene,indcom_FAO,indcom_IMF
12/1/1997,18.98611912,,8.065293472,22.99023177,72.37584084,,,1,28.15611473,35.24150799,68.32129481,52.99976836
1/1/1998,18.89178977,,8.172927273,21.56621539,72.69535776,,,1,28.49938644,35.66665737,67.84107162,50.17016131
2/1/1998,19.64708578,,8.452820251,18.23143006,73.60713362,,,0,29.03014978,36.2494413,68.16988687,49.61713463
3/1/1998,20.57752756,,8.520934442,23.12113235,74.38861671,,,0,30.00035194,36.67066043,67.36925016,49.38974986
4/1/1998,20.29425715,,8.602325996,21.22372315,74.25060531,,,1,29.99031811,37.04378154,66.58858827,49.42704833
5/1/1998,20.54963311,,8.722985576,23.33012073,74.16602932,,,1,30.45783047,37.50497226,65.70721589,49.07295767
6/1/1998,21.54361892,,8.939793245,22.22790576,73.53089543,,,1,30.96610615,38.04509131,64.52687555,48.03338472
7/1/1998,22.91049155,,8.958888587,26.18894903,74.36000766,,,1,31.67566706,38.53876109,64.19043433,47.20794561
8/1/1998,25.18868876,,9.508066154,41.15964715,74.47687036,,,1,32.02403395,39.0216078,62.31929296,45.48993418
9/1/1998,40.79367133,,10.32656093,40.5073369,74.12505241,,,1,32.40965621,39.67341878,62.13141717,45.69071438
10/1/1998,36.24134812,,10.01017953,26.37310536,73.84688857,,,1,33.09115839,40.30745773,62.72831635,45.53477715
11/1/1998,32.18699031,,9.834424775,24.96136137,74.27861453,,,1,33.87496182,40.87291595,62.11701478,44.93018773
12/1/1998,33.19870282,,9.841667931,23.74281348,74.62575501,75.24263657,,1,34.89167279,41.53911663,62.19409583,43.00737985
1/1/1999,31.31160255,2.082894669,10.04851888,27.42486721,75.39517737,74.82953964,,1,35.93090771,42.37515932,61.19319991,43.86732453
2/1/1999,28.56310053,1.494889918,9.899208348,27.38763627,75.21248105,74.49862792,,1,35.95525811,42.99217132,58.88737631,42.19768767
3/1/1999,23.6901915,1.069282168,9.707673373,22.37183133,75.8171596,75.0423347,,1,35.4763734,43.49459483,57.01463478,43.46061673
4/1/1999,22.51282133,1.014234823,9.554506333,25.51365989,75.14923555,75.34732225,,1,35.3154836,43.9537888,55.75146948,45.24858624
5/1/1999,22.88750082,0.982480997,9.54388109,25.96869964,75.93180871,76.23495299,,1,35.43823038,44.40711209,55.0205596,45.82368145
6/1/1999,21.73768473,0.893553637,9.561544202,25.49315195,75.2652127,75.8905975,,0,35.38590039,44.79270356,54.83297907,46.25655295
7/1/1999,21.90346563,0.902062089,9.438752825,25.41424645,76.26513228,76.65340277,,1,35.44200179,45.19039963,52.4860725,48.00520727
8/1/1999,21.329019,0.798622072,9.513675782,23.66382929,76.02086813,75.74228341,,1,35.21669053,45.51956317,54.37961719,49.96510971
9/1/1999,20.55626677,0.785406942,9.348546775,23.08603049,76.5344487,76.73574874,,1,35.11899617,45.88648061,54.76352648,51.13821895
10/1/1999,19.39710206,0.800095649,9.419483792,22.11845274,76.55022381,75.8408743,,1,34.96011684,46.19701712,53.22507302,52.33438219
11/1/1999,17.83164204,0.713098731,9.315848047,23.38155708,76.79716662,77.06986906,,1,34.8759668,46.50216321,52.69318519,53.26004834
12/1/1999,17.39383821,1.070982886,9.408508768,24.07565968,77.26931113,76.73418748,,1,34.69541488,46.79969297,51.75887472,54.40393296
1/1/2000,16.84177047,0.972879744,9.352414567,23.6169538,79.35005458,77.31210536,,1,35.0405921,47.29576392,52.59577848,55.62197921
2/1/2000,16.17207694,1.032521318,9.337817497,22.55983004,78.77059242,77.29140425,,1,35.64841722,47.77426097,52.66761216,58.4917187
3/1/2000,14.2639657,0.761692232,9.287430314,24.48321901,78.71270708,77.54290242,,1,35.83818585,48.00276217,52.82261365,58.93329328
4/1/2000,15.48771216,0.668212981,9.537601239,26.98805094,79.38857468,78.08204558,,1,35.9899289,48.26344234,53.52426963,55.88668647
5/1/2000,16.83815478,0.737953569,9.635387912,25.28275364,79.84627121,80.61251779,,1,36.30196368,48.55666732,53.51927707,58.48401248
6/1/2000,16.79133839,0.770492694,9.870771572,22.88096759,80.25717647,79.75961137,,1,36.83939338,48.85826849,54.12256258,61.40122773
7/1/2000,15.46710172,0.683959205,9.508207985,20.72203398,80.43255809,79.52185173,,1,36.73251223,49.09464952,53.97638515,60.40042881
8/1/2000,15.60302642,0.604325517,9.364816421,16.49429629,80.5228001,80.27345164,,1,36.7885821,49.33170415,53.17302255,60.83649336
9/1/2000,15.49502217,0.63024892,9.335166178,18.39454113,80.6149773,80.77544807,,1,36.72428004,49.5352755,52.66684069,62.79610316
10/1/2000,16.26309677,0.626027039,9.38606433,22.84763426,80.53948122,81.19813132,,1,36.96284364,49.84398626,53.334325,62.82756391
11/1/2000,17.469518,0.63242481,9.439441146,29.27520952,80.1976755,81.33441198,,1,36.95637134,50.16785223,53.23808094,64.43210859
12/1/2000,17.48169023,0.705094423,9.460810489,26.94850978,79.80885855,81.37352533,,1,37.90922029,50.48644575,54.20611661,65.16407407
1/1/2001,17.9813142,0.665702009,9.643254686,21.29637492,79.77918026,81.4303936,,1,37.74392062,50.74919683,53.61020264,63.94718026
2/1/2001,17.6144621,0.341570724,9.640861478,27.87096554,79.54215082,81.30070329,,1,36.35537518,50.85860786,54.59676761,61.53352512
3/1/2001,16.01602945,0.565987341,9.622678594,28.48252502,79.53612797,80.86310687,,1,37.04193463,51.16205199,55.069669,59.00195702
4/1/2001,16.5529054,0.621201592,9.457795224,25.45098967,79.39486274,80.38173037,,1,37.72816606,51.47594325,54.9481452,58.71427522
5/1/2001,13.44154815,0.638599318,9.212941282,25.23621898,79.19913358,80.36033405,,1,38.02047747,51.74080951,55.47037569,59.03846087
6/1/2001,10.30331644,0.545682938,9.117853575,22.20397903,79.48493605,80.08962796,,1,37.7968961,51.95328809,55.17162368,58.3043145
7/1/2001,10.76978396,0.061880066,9.245162358,22.29661007,79.70229071,80.10084357,,1,37.27239428,52.0635681,56.53527303,56.28254586
8/1/2001,8.537513824,0.609823166,9.209353606,24.63139787,79.95316715,79.94385541,,1,38.57558439,52.41342397,56.63803943,56.19377
9/1/2001,10.52658702,0.69404593,9.373252079,27.81079363,79.76390775,79.71140521,,1,39.20169507,52.71386154,55.37839698,53.62224192
10/1/2001,9.266053618,0.51441778,9.219300199,31.84609611,78.78096489,80.08565172,,1,39.55321799,52.92108767,54.10139357,50.41741832
11/1/2001,8.535042949,0.259528005,9.178111229,24.51806915,79.32018604,80.36360472,,1,39.23079026,53.02746301,54.12638183,48.8661119
12/1/2001,7.672800845,0.550679761,9.180969144,22.05412562,79.32282853,80.65392903,,1,38.39176785,53.00719162,53.9410812,48.60158458
1/1/2002,7.208049124,0.570891919,9.048677016,20.98989883,77.97186489,80.39073003,,1,39.79505582,53.36068654,53.19194371,48.42826563
2/1/2002,7.932535267,0.449871122,9.069336593,21.46723049,78.40691699,79.15026675,,1,37.92705412,53.39738117,51.92470229,50.06210304
3/1/2002,7.026796794,0.501746016,9.10125943,18.13967085,78.88360863,79.84018078,,1,37.87098337,53.55596547,51.96319197,52.91587763
4/1/2002,6.518664662,0.66553182,9.257436958,21.90532627,79.25834601,79.88264142,,1,38.43987062,53.80288245,51.42123019,55.74863765
5/1/2002,7.016213611,0.652176844,9.567807488,22.58620929,79.4805165,78.19351175,,0,38.77727274,53.98957444,50.60634393,55.00796528
6/1/2002,7.491131456,0.544614674,9.812430623,28.95709673,79.3630877,78.76443903,,0,39.93273387,54.26157653,51.71777291,54.72017332
7/1/2002,8.20638154,0.434177634,9.869953907,32.27447017,79.56025154,79.43570343,,0,40.57587466,54.50532238,52.11628768,56.75752004
8/1/2002,7.09735944,0.452367756,9.912707891,31.3498485,80.04605666,79.90167418,,0,40.61757601,54.70674769,53.54530752,56.57672889
9/1/2002,7.636677308,0.344694092,10.01241749,33.21069135,79.99276446,80.1442088,,0,40.13973995,54.84352311,54.83562166,58.85264681
10/1/2002,7.948830203,0.399943815,9.983360134,29.94958724,80.28917202,79.96277982,,0,40.02409463,54.98852374,55.15149901,59.99052114
11/1/2002,7.722410435,0.322972928,10.16117648,28.66005988,79.47547134,80.16758104,,0,41.12692977,55.24206925,55.69063165,59.25114284
12/1/2002,7.468127365,0.322385065,10.26415864,27.91601251,80.03144119,80.73030756,,0,41.80764697,55.40652803,55.29644828,62.33407886
1/1/2003,8.663191356,0.212835924,10.544544,31.54232121,80.08400934,80.63209897,,0,41.32166651,55.52729202,55.67402194,65.07944728
2/1/2003,8.637193463,0.348309512,10.94536535,30.21755444,80.63879508,80.94537264,,0,41.76484818,55.7314406,56.68104069,71.16378025
3/1/2003,8.712713509,0.522603263,10.9864456,27.99113289,80.21012464,79.93888885,,0,42.68603628,56.04103035,55.42292077,65.05145836
4/1/2003,8.350747367,0.374419267,10.6531992,22.56416673,80.23846963,80.57992746,,0,42.3818907,56.17808962,55.98733502,60.98044654
5/1/2003,5.938948725,0.278464552,10.26996808,21.36287279,79.98563519,80.66042894,,0,42.22561975,56.34939838,56.46051675,61.78319318
6/1/2003,5.338522332,0.403253025,10.56207888,20.86536716,80.71489577,81.30129307,,0,42.58964398,56.49854385,56.43690473,64.14122181
7/1/2003,5.401824309,0.374280318,10.53723745,19.68477141,80.71660376,80.77248383,,0,42.48082439,56.6515732,56.87939549,63.35988752
8/1/2003,5.138904224,0.334716051,10.84954838,18.80209517,80.00454073,80.76323817,,1,41.98623022,56.80334623,57.81149737,64.04949858
9/1/2003,5.136174211,0.353794794,10.8566711,19.28806592,80.2236622,80.45634377,,1,42.2684336,56.96275527,58.66243603,64.87254756
10/1/2003,5.239421068,0.327263321,11.10830306,15.40488646,80.48453834,81.31745705,,1,42.57992096,57.14304518,60.22387674,67.21404675
11/1/2003,5.183331062,0.411561453,11.12224123,17.1505557,80.78249231,81.32841341,,1,43.31277743,57.38749843,61.21066052,69.02873163
12/1/2003,6.34725154,0.280738462,11.3170975,17.81521106,81.69183972,80.44985881,63.89084544,1,43.34550166,57.53752391,62.06354367,71.84998715
1/1/2004,5.149769162,0.273218772,10.8763249,16.59934217,82.15727377,80.68502685,64.29341882,1,44.26847704,57.80784605,64.04734229,73.3889359
2/1/2004,5.534035734,0.594300161,11.04497777,14.80935973,82.32876287,81.01541822,64.95622157,1,45.92909902,58.13645323,65.05000375,74.25713107
3/1/2004,5.95861012,0.390867399,11.0532289,16.35783165,83.50390842,81.36625321,65.54598022,0,45.26057906,58.26068646,66.61236374,74.77693573
4/1/2004,6.137476698,0.243818607,11.28889602,17.82848514,83.2637103,82.4192923,66.13060256,0,44.47509757,58.34487426,67.72917861,75.13124175
5/1/2004,7.216977078,0.354171977,11.49534149,16.43604557,83.81309641,82.93607651,66.4825789,0,44.2190775,58.48827118,66.51036599,77.77349231
6/1/2004,7.223762338,0.37343779,11.44224412,15.85121459,83.68978446,83.06631706,66.96104438,0,44.21510506,58.65691594,66.37057912,77.90172853
7/1/2004,7.376227012,0.343349158,11.56411803,14.73841423,83.22498964,84.4025866,67.3030013,0,44.11513309,58.82768529,65.63484243,79.20319892
8/1/2004,7.522309627,0.499136278,11.45644888,14.7435494,83.48629289,84.04688592,67.69958031,0,45.45920533,59.16548535,64.76007951,79.93388862
9/1/2004,7.712737149,0.446551421,11.4228442,11.93184465,83.6466867,84.59328072,67.94852123,0,46.35655612,59.47293092,65.1877247,81.53855627
10/1/2004,7.955322928,0.559249908,11.33717843,15.87450113,83.9095775,84.39162053,68.2307209,0,48.14602956,59.86017156,64.60951185,86.10723805
11/1/2004,8.508630001,0.380673048,11.35759164,13.40829932,84.59966596,83.77347589,68.68113105,0,49.20741319,60.1388861,64.96917365,85.9832791
12/1/2004,8.886904675,0.334839482,11.26787984,13.51225461,84.42649973,84.04698442,68.84300463,0,47.88952733,60.12811991,65.38398283,84.43861721
1/1/2005,8.867937035,-0.002111258,11.23389176,12.51311024,84.54662588,84.24170583,69.08069372,0,45.78658691,60.04286726,65.33631936,86.49222372
2/1/2005,9.240991225,0.381461323,11.15337651,12.34931037,84.73275427,84.53682085,69.31385524,0,47.19687965,60.31448181,65.76448257,89.42605815
3/1/2005,9.461789661,0.417623523,11.15753762,14.00535025,84.56197873,85.32687243,69.55593496,0,47.70535953,60.55569443,67.12432799,93.40854491
4/1/2005,10.23154352,0.410670017,11.08830975,15.94375188,84.91178135,85.09671539,69.71485362,0,49.34503276,60.8638398,66.00060189,93.32753629
